substrate,metabolite,mapped_rxn,pred_rxn,site_truth
Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)c(O)cc4o3)CCC2C)c1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)c(O)cc4o3)CCC2C)c1>>Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CCC2C)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[n:7][cH:8][cH:9][n:10]2)[c:11]([C:12](=[O:13])[N:14]2[CH2:15][CH2:16][N:17]([c:18]3[n:19][c:20]4[cH:21][c:22]([Cl:23])[c:24](O)[cH:25][c:26]4[o:27]3)[CH2:28][CH2:29][CH:30]2[CH3:31])[cH:32]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5](-[n:6]2[n:7][cH:8][cH:9][n:10]2)[c:11]([C:12](=[O:13])[N:14]2[CH2:15][CH2:16][N:17]([c:18]3[n:19][c:20]4[cH:21][c:22]([Cl:23])[cH:24][cH:25][c:26]4[o:27]3)[CH2:28][CH2:29][CH:30]2[CH3:31])[cH:32]1,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)[cH:1]cc4o3)CCC2C)c1
Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)cc1,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)c(O)c3)cc2)cc1,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)c(O)c3)cc2)cc1>>Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)cc1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[NH:9][c:10]2[cH:11][cH:12][c:13]([C:14](=[O:15])/[CH:16]=[CH:17]/[c:18]3[cH:19][cH:20][c:21]([OH:22])[c:23](O)[cH:24]3)[cH:25][cH:26]2)[cH:27][cH:28]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[NH:9][c:10]2[cH:11][cH:12][c:13]([C:14](=[O:15])/[CH:16]=[CH:17]/[c:18]3[cH:19][cH:20][c:21]([OH:22])[cH:23][cH:24]3)[cH:25][cH:26]2)[cH:27][cH:28]1,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)[cH:1]c3)cc2)cc1
Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)cc1,O=C(/C=C/c1ccc(O)cc1)c1ccc(NS(=O)(=O)c2ccc(CO)cc2)cc1,O=C(/C=C/c1ccc(O)cc1)c1ccc(NS(=O)(=O)c2ccc(CO)cc2)cc1>>Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)/C=C/c3ccc(O)cc3)cc2)cc1,[O:15]=[C:14](/[CH:16]=[CH:17]/[c:18]1[cH:19][cH:20][c:21]([OH:22])[cH:23][cH:24]1)[c:13]1[cH:12][cH:11][c:10]([NH:9][S:6](=[O:7])(=[O:8])[c:5]2[cH:4][cH:3][c:2]([CH2:1]O)[cH:28][cH:27]2)[cH:26][cH:25]1>>[CH3:1][c:2]1[cH:3][cH:4][c:5]([S:6](=[O:7])(=[O:8])[NH:9][c:10]2[cH:11][cH:12][c:13]([C:14](=[O:15])/[CH:16]=[CH:17]/[c:18]3[cH:19][cH:20][c:21]([OH:22])[cH:23][cH:24]3)[cH:25][cH:26]2)[cH:27][cH:28]1,O=C(/C=C/c1ccc(O)cc1)c1ccc(NS(=O)(=O)c2ccc([CH3:1])cc2)cc1
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCC(O)NC1=O>>Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH3:7])[c:8]1[O:9][CH2:10][C:11](=[O:12])[NH:13][C@@H:14]([CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[C@@H:22]([OH:23])[CH2:24][C@H:25]([CH2:26][c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1)[NH:33][C:34](=[O:35])[C@H:36]([CH:37]([CH3:38])[CH3:39])[N:40]1[CH2:41][CH2:42][CH:43](O)[NH:44][C:45]1=[O:46]>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH3:7])[c:8]1[O:9][CH2:10][C:11](=[O:12])[NH:13][C@@H:14]([CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[C@@H:22]([OH:23])[CH2:24][C@H:25]([CH2:26][c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1)[NH:33][C:34](=[O:35])[C@H:36]([CH:37]([CH3:38])[CH3:39])[N:40]1[CH2:41][CH2:42][CH2:43][NH:44][C:45]1=[O:46],Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CC[CH2:1]NC1=O
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1C(=O)NCCC1O,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1C(=O)NCCC1O>>Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH3:7])[c:8]1[O:9][CH2:10][C:11](=[O:12])[NH:13][C@@H:14]([CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[C@@H:22]([OH:23])[CH2:24][C@H:25]([CH2:26][c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1)[NH:33][C:34](=[O:35])[C@H:36]([CH:37]([CH3:38])[CH3:39])[N:40]1[C:45](=[O:46])[NH:44][CH2:43][CH2:42][CH:41]1O>>[CH3:1][c:2]1[cH:3][cH:4][cH:5][c:6]([CH3:7])[c:8]1[O:9][CH2:10][C:11](=[O:12])[NH:13][C@@H:14]([CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[C@@H:22]([OH:23])[CH2:24][C@H:25]([CH2:26][c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1)[NH:33][C:34](=[O:35])[C@H:36]([CH:37]([CH3:38])[CH3:39])[N:40]1[CH2:41][CH2:42][CH2:43][NH:44][C:45]1=[O:46],Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1C(=O)NCC[CH2:1]1
Clc1ccc(CCCOCCCN2CCCCC2)cc1,O=C(O)CCCCNCCCOCCCc1ccc(Cl)cc1,O=C(O)CCCCNCCCOCCCc1ccc(Cl)cc1>>Clc1ccc(CCCOCCCN2CCCCC2)cc1,O=[C:18](O)[CH2:17][CH2:16][CH2:15][CH2:14][NH:13][CH2:12][CH2:11][CH2:10][O:9][CH2:8][CH2:7][CH2:6][c:5]1[cH:4][cH:3][c:2]([Cl:1])[cH:20][cH:19]1>>[Cl:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][CH2:7][CH2:8][O:9][CH2:10][CH2:11][CH2:12][N:13]2[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]2)[cH:19][cH:20]1,Clc1ccc(CCCOCCC[N:1]2CCCC[CH2:1]2)cc1
Clc1ccc(CCCOCCCN2CCCCC2)cc1,[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1,[O-][N+]1(CCCOCCCc2ccc(Cl)cc2)CCCCC1>>Clc1ccc(CCCOCCCN2CCCCC2)cc1,[O-][N+:13]1([CH2:12][CH2:11][CH2:10][O:9][CH2:8][CH2:7][CH2:6][c:5]2[cH:4][cH:3][c:2]([Cl:1])[cH:20][cH:19]2)[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]1>>[Cl:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][CH2:7][CH2:8][O:9][CH2:10][CH2:11][CH2:12][N:13]2[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18]2)[cH:19][cH:20]1,Clc1ccc(CCCOCCC[N:1]2CCCCC2)cc1
Clc1ccccc1CN1CCc2sccc2C1,O=C1C=C2CN(Cc3ccccc3Cl)CCC2S1,O=C1C=C2CN(Cc3ccccc3Cl)CCC2S1>>Clc1ccccc1CN1CCc2sccc2C1,O=[C:14]1[CH:15]=[C:16]2[CH2:17][N:9]([CH2:8][c:7]3[cH:6][cH:5][cH:4][cH:3][c:2]3[Cl:1])[CH2:10][CH2:11][CH:12]2[S:13]1>>[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][N:9]1[CH2:10][CH2:11][c:12]2[s:13][cH:14][cH:15][c:16]2[CH2:17]1,Clc1ccccc1CN1CC[c:1]2[s:1][cH:1][cH:1][c:1]2C1
Clc1ccccc1CN1CCc2sccc2C1,Clc1ccccc1CN1C=C2C=C[S+]=C2CC1,Clc1ccccc1CN1C=C2C=C[S+]=C2CC1>>Clc1ccccc1CN1CCc2sccc2C1,[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][N:9]1[CH:17]=[C:16]2[CH:15]=[CH:14][S+:13]=[C:12]2[CH2:11][CH2:10]1>>[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][N:9]1[CH2:10][CH2:11][c:12]2[s:13][cH:14][cH:15][c:16]2[CH2:17]1,Clc1ccccc1CN1CC[c:1]2[s:1][cH:1][cH:1][c:1]2[CH2:1]1
Clc1ccccc1CN1CCc2sccc2C1,OC1CN(Cc2ccccc2Cl)Cc2ccsc21,OC1CN(Cc2ccccc2Cl)Cc2ccsc21>>Clc1ccccc1CN1CCc2sccc2C1,O[CH:11]1[CH2:10][N:9]([CH2:8][c:7]2[cH:6][cH:5][cH:4][cH:3][c:2]2[Cl:1])[CH2:17][c:16]2[cH:15][cH:14][s:13][c:12]21>>[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][N:9]1[CH2:10][CH2:11][c:12]2[s:13][cH:14][cH:15][c:16]2[CH2:17]1,Clc1ccccc1CN1Cc2ccsc2[CH2:1]C1
Clc1ccccc1CN1CCc2sccc2C1,O=S1C=CC2=C1CCN(Cc1ccccc1Cl)C2,O=S1C=CC2=C1CCN(Cc1ccccc1Cl)C2>>Clc1ccccc1CN1CCc2sccc2C1,O=[S:13]1[CH:14]=[CH:15][C:16]2=[C:12]1[CH2:11][CH2:10][N:9]([CH2:8][c:7]1[cH:6][cH:5][cH:4][cH:3][c:2]1[Cl:1])[CH2:17]2>>[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][N:9]1[CH2:10][CH2:11][c:12]2[s:13][cH:14][cH:15][c:16]2[CH2:17]1,Clc1ccccc1CN1CC[c:1]2[s:1][cH:1][cH:1][c:1]2C1
Clc1ccccc1CN1CCc2sccc2C1,Clc1ccccc1CN1C=Cc2sccc2C1,Clc1ccccc1CN1C=Cc2sccc2C1>>Clc1ccccc1CN1CCc2sccc2C1,[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][N:9]1[CH:10]=[CH:11][c:12]2[s:13][cH:14][cH:15][c:16]2[CH2:17]1>>[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][N:9]1[CH2:10][CH2:11][c:12]2[s:13][cH:14][cH:15][c:16]2[CH2:17]1,Clc1ccccc1CN1Cc2ccsc2[CH2:1][CH2:1]1
Clc1ccccc1CN1CCc2sccc2C1,Clc1cc2c(s1)CCN(Cc1ccccc1Cl)C2,Clc1cc2c(s1)CCN(Cc1ccccc1Cl)C2>>Clc1ccccc1CN1CCc2sccc2C1,Cl[c:14]1[cH:15][c:16]2[c:12]([s:13]1)[CH2:11][CH2:10][N:9]([CH2:8][c:7]1[cH:6][cH:5][cH:4][cH:3][c:2]1[Cl:1])[CH2:17]2>>[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][N:9]1[CH2:10][CH2:11][c:12]2[s:13][cH:14][cH:15][c:16]2[CH2:17]1,Clc1ccccc1CN1CCc2s[cH:1]cc2C1
Clc1ccccc1CN1CCc2sccc2C1,[O-][N+]1(Cc2ccccc2Cl)CCc2sccc2C1,[O-][N+]1(Cc2ccccc2Cl)CCc2sccc2C1>>Clc1ccccc1CN1CCc2sccc2C1,[O-][N+:9]1([CH2:8][c:7]2[cH:6][cH:5][cH:4][cH:3][c:2]2[Cl:1])[CH2:10][CH2:11][c:12]2[s:13][cH:14][cH:15][c:16]2[CH2:17]1>>[Cl:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][N:9]1[CH2:10][CH2:11][c:12]2[s:13][cH:14][cH:15][c:16]2[CH2:17]1,Clc1ccccc1C[N:1]1CCc2sccc2C1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)[nH]c2ncn(C)c2c1=O,Cn1c(=O)[nH]c2ncn(C)c2c1=O>>Cn1c(=O)c2c(ncn2C)n(C)c1=O,[CH3:1][n:2]1[c:13](=[O:14])[nH:11][c:6]2[n:7][cH:8][n:9]([CH3:10])[c:5]2[c:3]1=[O:4]>>[CH3:1][n:2]1[c:3](=[O:4])[c:5]2[c:6]([n:7][cH:8][n:9]2[CH3:10])[n:11](C)[c:13]1=[O:14],Cn1c(=O)c2c(ncn2C)[n:1](C)c1=O
Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O>>Cn1c(=O)c2c(ncn2C)n(C)c1=O,[CH3:1][n:2]1[c:3](=[O:4])[c:5]2[c:6]([nH:7][c:8](=O)[n:9]2[CH3:10])[n:11]([CH3:12])[c:13]1=[O:14]>>[CH3:1][n:2]1[c:3](=[O:4])[c:5]2[c:6]([n:7][cH:8][n:9]2[CH3:10])[n:11]([CH3:12])[c:13]1=[O:14],Cn1c(=O)c2c(n[cH:1]n2C)n(C)c1=O
Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,Cn1cnc2c1c(=O)[nH]c(=O)n2C>>Cn1c(=O)c2c(ncn2C)n(C)c1=O,[CH3:10][n:9]1[cH:8][n:7][c:6]2[c:5]1[c:3](=[O:4])[nH:2][c:13](=[O:14])[n:11]2[CH3:12]>>C[n:2]1[c:3](=[O:4])[c:5]2[c:6]([n:7][cH:8][n:9]2[CH3:10])[n:11]([CH3:12])[c:13]1=[O:14],Cn1cnc2c1c(=O)[n:1](C)c(=O)n2C
Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O>>Cn1c(=O)c2c(ncn2C)n(C)c1=O,[CH3:1][n:2]1[c:3](=[O:4])[c:5]2[nH:9][cH:8][n:7][c:6]2[n:11]([CH3:12])[c:13]1=[O:14]>>[CH3:1][n:2]1[c:3](=[O:4])[c:5]2[c:6]([n:7][cH:8][n:9]2C)[n:11]([CH3:12])[c:13]1=[O:14],Cn1c(=O)c2c(nc[n:1]2C)n(C)c1=O
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1,O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3nn[nH]n3)nc2)c(F)c1>>Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,[O:21]=[C:20]1[O:19][C@@H:16]([CH2:17][OH:18])[CH2:15][N:14]1[c:13]1[cH:12][cH:11][c:10](-[c:9]2[cH:8][cH:7][c:6](-[c:5]3[n:4][n:3][nH:2][n:27]3)[n:26][cH:25]2)[c:23]([F:24])[cH:22]1>>C[n:2]1[n:3][n:4][c:5](-[c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([N:14]4[CH2:15][C@H:16]([CH2:17][OH:18])[O:19][C:20]4=[O:21])[cH:22][c:23]3[F:24])[cH:25][n:26]2)[n:27]1,C[n:1]1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C=S(=O)(O)O)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C=S(=O)(O)O)OC4=O)cc3F)cn2)n1>>Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,[CH3:1][n:2]1[n:3][n:4][c:5](-[c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([N:14]4[CH2:15][C@H:16]([CH:17]=S(=O)([OH:18])O)[O:19][C:20]4=[O:21])[cH:22][c:23]3[F:24])[cH:25][n:26]2)[n:27]1>>[CH3:1][n:2]1[n:3][n:4][c:5](-[c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([N:14]4[CH2:15][C@H:16]([CH2:17][OH:18])[O:19][C:20]4=[O:21])[cH:22][c:23]3[F:24])[cH:25][n:26]2)[n:27]1,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H]([CH2:1][OH:1])OC4=O)cc3F)cn2)n1
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(NCC(=O)O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(NCC(=O)O)cc3F)cn2)n1>>Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,[CH3:1][n:2]1[n:3][n:4][c:5](-[c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([NH:14][CH2:15][C:16](=[O:19])[OH:18])[cH:22][c:23]3[F:24])[cH:25][n:26]2)[n:27]1>>[CH3:1][n:2]1[n:3][n:4][c:5](-[c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([N:14]4[CH2:15][C@H:16](C[OH:18])[O:19]C4=O)[cH:22][c:23]3[F:24])[cH:25][n:26]2)[n:27]1,Cn1nnc(-c2ccc(-c3ccc([N:1]4C[C@H:1](C[OH:1])[O:1]C4=O)cc3F)cn2)n1
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C(=O)O)OC4=O)cc3F)cn2)n1,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](C(=O)O)OC4=O)cc3F)cn2)n1>>Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,[CH3:1][n:2]1[n:3][n:4][c:5](-[c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([N:14]4[CH2:15][C@H:16]([C:17](=O)[OH:18])[O:19][C:20]4=[O:21])[cH:22][c:23]3[F:24])[cH:25][n:26]2)[n:27]1>>[CH3:1][n:2]1[n:3][n:4][c:5](-[c:6]2[cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([N:14]4[CH2:15][C@H:16]([CH2:17][OH:18])[O:19][C:20]4=[O:21])[cH:22][c:23]3[F:24])[cH:25][n:26]2)[n:27]1,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H]([CH2:1]O)OC4=O)cc3F)cn2)n1
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,O=C(O)c1cn(Cc2c(F)cccc2F)nn1,O=C(O)c1cn(Cc2c(F)cccc2F)nn1>>NC(=O)c1cn(Cc2c(F)cccc2F)nn1,[O:3]=[C:2](O)[c:4]1[cH:5][n:6]([CH2:7][c:8]2[c:14]([F:15])[cH:13][cH:12][cH:11][c:9]2[F:10])[n:16][n:17]1>>N[C:2](=[O:3])[c:4]1[cH:5][n:6]([CH2:7][c:8]2[c:9]([F:10])[cH:11][cH:12][cH:13][c:14]2[F:15])[n:16][n:17]1,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
NC(=O)c1nc(F)cnc1O,NC(=O)c1nc(F)c(O)nc1O,NC(=O)c1nc(F)c(O)nc1O>>NC(=O)c1nc(F)cnc1O,[NH2:1][C:2](=[O:3])[c:4]1[n:5][c:6]([F:7])[c:8](O)[n:9][c:10]1[OH:11]>>[NH2:1][C:2](=[O:3])[c:4]1[n:5][c:6]([F:7])[cH:8][n:9][c:10]1[OH:11],NC(=O)c1nc(F)[cH:1]nc1O
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,NC(N)=Nc1nc(CS(=O)CCC(N)=NS(N)(=O)=O)cs1,NC(N)=Nc1nc(CS(=O)CCC(N)=NS(N)(=O)=O)cs1>>NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,[NH2:1][C:2]([NH2:3])=[N:4][c:5]1[n:6][c:7]([CH2:8][S:9](=O)[CH2:10][CH2:11][C:12]([NH2:13])=[N:14][S:15]([NH2:16])(=[O:17])=[O:18])[cH:19][s:20]1>>[NH2:1][C:2]([NH2:3])=[N:4][c:5]1[n:6][c:7]([CH2:8][S:9][CH2:10][CH2:11][C:12]([NH2:13])=[N:14][S:15]([NH2:16])(=[O:17])=[O:18])[cH:19][s:20]1,NC(N)=Nc1nc(C[S:1]CCC(N)=NS(N)(=O)=O)cs1
N[C@@H](Cc1cc(O)c(O)cc1[18F])C(=O)O,NCCc1cc(O)c(O)cc1[18F],NCCc1cc(O)c(O)cc1[18F]>>N[C@@H](Cc1cc(O)c(O)cc1[18F])C(=O)O,[NH2:1][CH2:2][CH2:3][c:4]1[cH:5][c:6]([OH:7])[c:8]([OH:9])[cH:10][c:11]1[18F:12]>>[NH2:1][C@@H:2]([CH2:3][c:4]1[cH:5][c:6]([OH:7])[c:8]([OH:9])[cH:10][c:11]1[18F:12])C(=O)O,N[C@@H:1](Cc1cc(O)c(O)cc1[18F])C(=O)O
O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,O=c1[nH]n(-c2ccc(I)cc2F)c2c1ccc1cncn12,O=c1[nH]n(-c2ccc(I)cc2F)c2c1ccc1cncn12>>O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,[O:1]=[c:2]1[nH:3][n:17](-[c:18]2[cH:19][cH:20][c:21]([I:22])[cH:23][c:24]2[F:25])[c:16]2[c:8]1[cH:9][cH:10][c:11]1[cH:12][n:13][cH:14][n:15]21>>[O:1]=[C:2]([NH:3]OCCO)[c:8]1[cH:9][cH:10][c:11]2[cH:12][n:13][cH:14][n:15]2[c:16]1[NH:17][c:18]1[cH:19][cH:20][c:21]([I:22])[cH:23][c:24]1[F:25],O=[C:1]([NH:1]OCCO)[c:1]1ccc2cncn2[c:1]1[NH:1]c1ccc(I)cc1F
O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,NC(=O)c1ccc2cncn2c1Nc1ccc(I)cc1F,NC(=O)c1ccc2cncn2c1Nc1ccc(I)cc1F>>O=C(NOCCO)c1ccc2cncn2c1Nc1ccc(I)cc1F,[NH2:3][C:2](=[O:1])[c:8]1[cH:9][cH:10][c:11]2[cH:12][n:13][cH:14][n:15]2[c:16]1[NH:17][c:18]1[cH:19][cH:20][c:21]([I:22])[cH:23][c:24]1[F:25]>>[O:1]=[C:2]([NH:3]OCCO)[c:8]1[cH:9][cH:10][c:11]2[cH:12][n:13][cH:14][n:15]2[c:16]1[NH:17][c:18]1[cH:19][cH:20][c:21]([I:22])[cH:23][c:24]1[F:25],O=C(c1ccc2cncn2c1Nc1ccc(I)cc1F)[NH:1]OCCO
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,O=C(CO)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,O=C(CO)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1>>O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,[O:1]=[C:2]([CH2:18]O)[NH:3][C@H:4]([CH2:5][OH:6])[C@H:7]([OH:8])[c:9]1[cH:10][cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17]1>>[O:1]=[C:2]([NH:3][C@H:4]([CH2:5][OH:6])[C@H:7]([OH:8])[c:9]1[cH:10][cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17]1)[CH:18](Cl)Cl,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)[CH:1](Cl)Cl
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1>>O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,[NH2:3][C@H:4]([CH2:5][OH:6])[C@H:7]([OH:8])[c:9]1[cH:10][cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17]1>>O=C([NH:3][C@H:4]([CH2:5][OH:6])[C@H:7]([OH:8])[c:9]1[cH:10][cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][cH:17]1)C(Cl)Cl,O=C(C(Cl)Cl)[NH:1][C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,Nc1ccc([C@@H](O)[C@H](N)CO)cc1,Nc1ccc([C@@H](O)[C@H](N)CO)cc1>>O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,[NH2:13][c:12]1[cH:11][cH:10][c:9]([C@@H:7]([OH:8])[C@H:4]([NH2:3])[CH2:5][OH:6])[cH:17][cH:16]1>>O=C([NH:3][C@H:4]([CH2:5][OH:6])[C@H:7]([OH:8])[c:9]1[cH:10][cH:11][c:12]([N+:13](=O)[O-])[cH:16][cH:17]1)C(Cl)Cl,O=C(C(Cl)Cl)[NH:1][C@H](CO)[C@H](O)c1ccc([N+:1](=O)[O-])cc1
